model_name,url,metadata_field,findability,annot_missing,value_annot,value_pred,rouge,levenshtein,domain,provider,name
Mistral Small 3.2 24B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Metadata language,1,False,English,N/A,0.0,0.0,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Metadata language,1,False,"Dutch, Flemish",Nederlands and Vlaams,0.0,0.09523809523809523,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
Mistral Small 3.2 24B,https://zenodo.org/records/8319440,Metadata language,1,False,English,English,1.0,1.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Resource type,1,False,imagery,imagery,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Resource type,2,False,veg,species distribution model,0.0,0.038461538461538436,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Resource type,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
Mistral Small 3.2 24B,https://zenodo.org/records/11440456,Resource type,1,False,Dataset,Dataset,1.0,1.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Resource type,1,False,imagery,Imagery,1.0,0.8571428571428572,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Resource type,1,False,imagery,Imagery,1.0,0.8571428571428572,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
Mistral Small 3.2 24B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Resource type,0,True,N/A,N/A,1.0,1.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Resource type,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
Mistral Small 3.2 24B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Resource type,0,True,N/A,N/A,1.0,1.0,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Resource type,2,False,Dataset,RijksWateren-EcotopenStelsel (RWES) and Zoute wateren EcotopenStelsel,0.0,0.07246376811594202,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
Mistral Small 3.2 24B,https://zenodo.org/records/8319440,Resource type,1,False,Dataset,Dataset,1.0,1.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Responsible organization metadata,0,True,N/A,OpenGeoHub,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Responsible organization metadata,0,True,N/A,OpenGeoHub,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Responsible organization metadata,1,False,Het Pon & Telos,An open-source software that allows sharing of geographically referenced information,0.0,0.11904761904761907,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
Mistral Small 3.2 24B,https://zenodo.org/records/11440456,Responsible organization metadata,0,True,N/A,Zenodo,0.0,0.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Responsible organization metadata,0,True,N/A,OpenGeoHub,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Responsible organization metadata,0,True,N/A,OpenGeoHub,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
Mistral Small 3.2 24B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Responsible organization metadata,2,False,NASA,N/A,0.0,0.5,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Responsible organization metadata,1,False,"Rijkswaterstaat, servicedesk-data@rws.nl",An open-source software that allows sharing of geographically referenced information,0.0,0.20238095238095233,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
Mistral Small 3.2 24B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Responsible organization metadata,2,False,Wageningen University & Research,N/A,0.0,0.0,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Responsible organization metadata,1,False,Wageningen Marine Research,N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
Mistral Small 3.2 24B,https://zenodo.org/records/8319440,Responsible organization metadata,0,True,N/A,Zenodo,0.0,0.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Same as,2,False,https://doi.org/10.5281/zenodo.10884235,N/A,0.0,0.02564102564102566,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Same as,2,False,https://doi.org/10.5281/zenodo.5887415,N/A,0.0,0.02631578947368418,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Same as,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
Mistral Small 3.2 24B,https://zenodo.org/records/11440456,Same as,2,False,https://doi.org/10.5281/zenodo.11440456,N/A,0.0,0.02564102564102566,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Same as,2,False,https://doi.org/10.5281/zenodo.10851081,N/A,0.0,0.02564102564102566,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Same as,2,False,https://doi.org/10.5281/zenodo.10851081,N/A,0.0,0.02564102564102566,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
Mistral Small 3.2 24B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Same as,0,True,N/A,N/A,1.0,1.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Same as,2,False,https://viewer.openearth.nl/wadden-viewer/?folders=93790295%2C93793330%2C107902964&layers=100230540&layerNames=Ecotopenkaart+Waddenzee+%282017%29,N/A,0.0,0.006896551724137945,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
Mistral Small 3.2 24B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Same as,2,False,https://doi.org/10.17026/dans-2bd-kskz,N/A,0.0,0.02631578947368418,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Same as,2,False,https://viewer.openearth.nl/wadden-viewer/?layers=93966870&layerNames=WMR+-+TMAP%3A+Ecotopenkaart&folders=143810679%2C93790346,N/A,0.0,0.015873015873015928,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
Mistral Small 3.2 24B,https://zenodo.org/records/8319440,Same as,2,False,https://doi.org/10.5281/zenodo.8319440,N/A,0.0,0.02631578947368418,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Spatial coverage,2,False,Europe,Global,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Spatial coverage,2,False,Europe,Global,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Spatial coverage,2,False,Wadden area,N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
Mistral Small 3.2 24B,https://zenodo.org/records/11440456,Spatial coverage,2,False,Amsterdamse Waterleidingduinen,Amsterdamse Waterleidingduinen,1.0,1.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Spatial coverage,2,False,Europe,Global,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Spatial coverage,2,False,Europe,Global,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
Mistral Small 3.2 24B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Spatial coverage,2,False,Global,N/A,0.0,0.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Spatial coverage,2,False,Wadden sea,N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
Mistral Small 3.2 24B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Spatial coverage,1,False,Netherlands,the Netherlands,0.6666666666666666,0.7333333333333334,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Spatial coverage,2,False,Wadden Sea,Waddenzee,0.0,0.7,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
Mistral Small 3.2 24B,https://zenodo.org/records/8319440,Spatial coverage,2,False,Belgium,Belgium,1.0,1.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Spatial reference system,0,True,N/A,WGS84,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Spatial reference system,0,True,N/A,WGS84,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Spatial reference system,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
Mistral Small 3.2 24B,https://zenodo.org/records/11440456,Spatial reference system,0,True,N/A,Not specified,1.0,1.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Spatial reference system,0,True,N/A,WGS84,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Spatial reference system,0,True,N/A,WGS84,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
Mistral Small 3.2 24B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Spatial reference system,0,True,N/A,N/A,1.0,1.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Spatial reference system,1,False,EPSG:28992,N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
Mistral Small 3.2 24B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Spatial reference system,0,True,N/A,N/A,1.0,1.0,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Spatial reference system,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
Mistral Small 3.2 24B,https://zenodo.org/records/8319440,Spatial reference system,0,True,N/A,N/A,1.0,1.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Spatial resolution,2,False,30-m,30 meters,0.5,0.33333333333333337,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Spatial resolution,0,True,N/A,30 meters,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Spatial resolution,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
Mistral Small 3.2 24B,https://zenodo.org/records/11440456,Spatial resolution,0,True,N/A,Not specified,1.0,1.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Spatial resolution,2,False,30-m,30 meters,0.5,0.33333333333333337,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Spatial resolution,2,False,30-m,30 meters,0.5,0.33333333333333337,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
Mistral Small 3.2 24B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Spatial resolution,2,False,30m,N/A,0.0,0.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Spatial resolution,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
Mistral Small 3.2 24B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Spatial resolution,0,True,N/A,N/A,1.0,1.0,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Spatial resolution,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
Mistral Small 3.2 24B,https://zenodo.org/records/8319440,Spatial resolution,2,False,10 m and 100 m,10 m and 100 m,1.0,1.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Temporal coverage,1,False,2000-01-01 00:00:00 UTC - 2022-12-31 00:00:00 UTC,2000-01-01 to 2022-12-31,0.5714285714285714,0.44897959183673475,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Temporal coverage,1,False,2000-01-01 00:00:00 UTC - 2020-12-31 00:00:00 UTC,2000-01-01 to 2020-12-31,0.5714285714285714,0.44897959183673475,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Temporal coverage,2,False,2024,N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
Mistral Small 3.2 24B,https://zenodo.org/records/11440456,Temporal coverage,2,False,2021–2023,2021–2023,1.0,1.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Temporal coverage,2,False,2000-01-01 00:00:00 UTC - 2022-12-31 00:00:00 UTC,2000-01-01 to 2022-12-31,0.5714285714285714,0.44897959183673475,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Temporal coverage,1,False,2000-01-01 00:00:00 UTC - 2022-12-31 00:00:00 UTC,2000-01-01 to 2022-12-31,0.5714285714285714,0.44897959183673475,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
Mistral Small 3.2 24B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Temporal coverage,1,False,2015-11-28T00:00:00Z–2025-05-12T23:58:01Z,N/A,0.0,0.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Temporal coverage,2,False,2017,N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
Mistral Small 3.2 24B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Temporal coverage,1,False,1982-2005,N/A,0.0,0.0,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Temporal coverage,2,False,2016,N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
Mistral Small 3.2 24B,https://zenodo.org/records/8319440,Temporal coverage,0,True,N/A,Three SSP-RCP scenarios,0.0,0.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Temporal resolution,2,False,Bi-monthly,Bimonthly,0.0,0.9,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Temporal resolution,0,True,N/A,Yearly,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Temporal resolution,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
Mistral Small 3.2 24B,https://zenodo.org/records/11440456,Temporal resolution,0,True,N/A,Not specified,1.0,1.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Temporal resolution,2,False,bi-monthly,Yearly,0.0,0.19999999999999996,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Temporal resolution,2,False,bi-monthly,Yearly,0.0,0.19999999999999996,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
Mistral Small 3.2 24B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Temporal resolution,2,False,Daily,N/A,0.0,0.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Temporal resolution,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
Mistral Small 3.2 24B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Temporal resolution,0,True,N/A,N/A,1.0,1.0,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Temporal resolution,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
Mistral Small 3.2 24B,https://zenodo.org/records/8319440,Temporal resolution,0,True,N/A,N/A,1.0,1.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Title,1,False,Cloud-free reconstructed Landsat bimonthly Normalized Difference Vegetation Index (NDVI),Cloud-free reconstructed Landsat bimonthly Normalized Difference Vegetation Index (NDVI),1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Title,1,False,Actual probability distribution for Quercus robur (2000–2020),Actual Natural Vegetation (ANV),0.16666666666666666,0.2622950819672131,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
Mistral Small 3.2 24B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Title,1,False,Waddenbalans 2024,Waddenregister,0.0,0.4117647058823529,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
Mistral Small 3.2 24B,https://zenodo.org/records/11440456,Title,1,False,Repository of camera trap data recorded during three pilot studies of the Amsterdamse Waterleidingduinen,Repository of camera trap data recorded during three pilot studies of the Amsterdamse Waterleidingduinen,1.0,1.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
Mistral Small 3.2 24B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Title,1,False,Cloud-free reconstructed Landsat yearly blue band,Cloud-free reconstructed Landsat yearly blue band,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
